Reference	Lexrank	Seq-to-seq	LLH score
NEW: Federal Public Defender Office in Boston to represent Dzhokar Tsarnaev after charges are filed. Russian President Vladimir Putin wants details from U.S. on bombing suspects. If physically able, suspect could be in court this weekend, expert says. Two U.S. senators say Dzhokar Tsarnaev should be questioned without a lawyer.	Federal terrorism charges against Boston Marathon bombings suspect Dzhokar Tsarnaev could be filed soon, even as he remains hospitalized, a Justice Department official told CNN on Saturday. Should bomber suspect be questioned without a lawyer? In ordinary cases, a suspect is told by police he has the right to remain silent and he has the right to a lawyer. "In the absence of such evidence I know of no legal basis for his detention as an enemy combatant.	New: Tsarnaev and his older brother are accused of setting off bombs at the Marathon Monday. The 19-year - old could face murder charges at the Beth Israel Deaconess Medical Center. President Barack Obama: "there are still many unanswered questions". Tsarnaev was in serious condition while being held in federal custody, federal prosecutors say. The development came amid questions as to what's next for the suspect in the Boston Marathon bombings.	-0.546416504836
Russian President Vladimir Putin says his country's surveillance isn't as broad as that in the U.S. "We do not have the money or the means to do that," he tells the fugitive intelligence leaker. Putin says he and the former NSA contractor "can speak in a professional language"	"If I'm concerned about anything, I'm concerned about defense capabilities that he may have stolen from where he worked, and does that knowledge then get into the hands of our adversaries -- in this case, of course, Russia," Flynn said. Last October, Lon Snowden visited Moscow, where he told reporters that his 30-year-old son told him he had had no contact with Russian security or intelligence. In January, Director of National Intelligence James Clapper told the Senate Intelligence Committee that the Snowden leaks caused serious damage to U.S. security.	Edward Snowden: "we do not have the money or the means to do that?" Putin says Russia has a special service that bugs to fight crimes, including terrorism, but only with court permission and only "for specific citizens". Putin, a former National security Agency contractor, shares that background. Snowden asked Russian via a video link during Putin's annual question - and - answer program, which was broadcast on state television.	-0.584994891729
Big data deemed as the 'new oil' according to experts. Businesses who ignore the power of big data may fall behind. Amazon and Netflix are leading the big data revolution, analyzing customer data to predict what they'll want to buy in the future.	The rise of big data. Firms like Amazon and Netflix are at the forefront of this revolution, gathering the huge amounts of data generated by their customers and analyzing it to predict what customers will want to buy or watch in the future. Netflix has effectively built its entire business model on analyzing customer data, he says. Professor Thierry Chaussalet, who runs a business intelligence and analytics masters course at the University of Westminster in London, says many businesses simply don't understand the big data technology now available and what it has to offer.	Industry watchers say a similar statistics revolution is going on in the business world. Technological advances are giving rise to huge amounts of data generated by their customers. Amazon is currently working on technology that will deliver products to you before you've even ordered them, or at least keep them in warehouses nearby in anticipation.	-0.344591499077
CIA collects bulk records on international money moves, says source. Source: The program is an outgrowth of terror-finance tracking programs. Most transactions are purely non-U.S., but some are to or from the United States. CIA says it doesn't comment on "alleged intelligence sources or methods"	The CIA program focuses on transfers that the agency believes could be the source of terrorism financing and that use services such as MoneyGram and Western Union. Such U.S.-related transactions could raise concerns about data of U.S. people, which the CIA is generally prohibited from collecting. Banks, money transfer outfits and casinos are also required by the United States to flag suspicious transactions under the Bank Secrecy Act, which also is the law used to police money laundering and other illicit financial transactions.	The CIA is collecting bulk records on international money transfers. The CIA program provides some redundancies intended to catch transactions that may not draw attention in other programs. The revelation comes amid debate in the United States over whether to pare back some surveillance in light of privacy concerns raised after former NSA contractor Edward Snowden leaked documents describing secret spy programs.	-0.357435153924
NATO releases images showing tank presence near Russia's border with Ukraine. Security service says a homemade bomb was left outside gate of President's offices. Three Ukrainian soldiers killed in attack by separatists. Ukraine's President vows punishment for plane shootdown.	European leaders Saturday held telephone talks with Russian President Vladimir Putin and his Ukrainian counterpart after a Ukrainian military plane was shot down by separatists, killing all 49 people on board, officials said. "President Obama made clear that de-escalation depends upon Russia ceasing support for separatists in eastern Ukraine and stopping the provision of arms and materiel across the border, and we urge Russia to do so."	Ukrainian President Vladimir Putin and his Ukrainian counterpart held talks with Russian President. The plane went down while approaching an airport in the eastern Ukrainian city of Luhansk. The attack represents one of the bloodiest single events in that nation's current period of turmoil. The European and German leaders stressed the need for an agreement on continuing Russian natural gas deliveries to Ukraine.	-0.508462818353
U.S. official: "Surveillance capabilities, including with ... foreign partners" under review. German leader: "True change is necessary" on part of the U.S. U.S. isn't monitoring Merkel's communications, White House insists. France is angry about claims the NSA intercepted millions of phone calls in France.	U.S. President Barack Obama understands it's a "necessity" for change from his nation's perspective, according to Merkel, who spoke with the American leader on Wednesday after Germany's government said it had information the United States might have monitored her phone. The German allegation comes in the same week that French daily newspaper Le Monde reported claims the NSA intercepted more than 70 million phone calls in France over 30 days. Merkel spoke with Obama by phone in July about allegations that the United States was conducting surveillance on its European allies.	Chancellor Angela Merkel: "trust needs to be rebuilt". The Chancellor says she isn't the only one concerned; other European leaders say it is "never acceptable". U.s. President Barack Obama understands it's a "necessity" for change from his nation's perspective. Obama's homeland security and counterterrorism adviser Lisa Monaco concedes that recent "disclosures have created significant challenges in our relationships". "Obviously, words will not be sufficient," Merkel says.	-0.707534030101
Douglas Rushkoff says whistle-blowers used to point out company misbehavior. But he says recent company trashings by ex-employees were aimed at business plans. He says Goldman Sachs, Google -- both criticized recently -- are doing what they exist to do. Rushkoff: What the two ex-workers want can't happen in the companies' business model.	Likewise, computer engineer James Whittaker, who left Microsoft in 2009 to work at Google, returned to Microsoft last month and fired off an angry public blog post about how Google is losing itself in a "whirlwind of desperation." He says that when he first went to Google, it was "a technology company that empowered its employees to innovate." Smith believes it is not just more ethical, but better business for Goldman to think about serving its clients. Google is an advertising company.	Daniel Ellsberg is upset about the collapse of the corporate culture, its ability to create value for clients and the sustainability of the enterprise. Since the 1960s, dozens of brave, disillusioned Americans such as them have turned against employers who were breaking the law or otherwise harming humanity in some real way. Likewise, computer engineer James Whittaker, who left Microsoft in 2009 to work at Google, returned to Microsoft last month and fired off an angry public blog post.	-0.393390436249
NEW: At least 89 people are killed across Syria Thursday, opposition activists say. NEW: Panetta says intelligence "raises serious concerns" about chemical weapons. A top Russian politician says Syria "is not up to the task" to do its job. Clinton meets with the U.N. special envoy to Syria and Russia's foreign minister.	The situation in Syria is accelerating, U.S. Secretary of State Hillary Clinton said Thursday, amid reports that President Bashar al-Assad's government may be preparing to use chemical weapons. The pressure against the regime in and around Damascus seems to be increasing," Clinton said before meeting with Russia's foreign minister and the U.N. special envoy to Syria. U.S. officials are "very concerned" that al-Assad's forces may use chemical weapons as rebels advance, U.S. Defense Secretary Leon Panetta told reporters in Washington Thursday.	U.s. Secretary of State Hillary Clinton says the situation in Syria is accelerating. President Bashar al - Assad's government may be preparing to use chemical weapons. Chemical weapons were one topic on the table, U.S. Secretary says. Syrian forces battling rebels in fierce fighting had started combining chemicals that could be used to make deadly sarin gas for weapons.	-0.482490486564
NEW: U.S. State Department: Pullback "would be a welcome preliminary step" if accurate. German Chancellor Angela Merkel, Russian President Vladimir Putin talk by phone. Ukrainian officials say Russia is repositioning some troops massed on its border. Russian Prime Minister goes to Crimea in the highest-level visit since Moscow annexed region.	The news about Russian troops came on the day that Russian Prime Minister Dmitry Medvedev traveled to Crimea -- the highest-level visit from Moscow since Russia annexed the region -- in part to unveil measures aimed at integrating the peninsula into the Russian economy. Ukraine: Russian troops 'conducting unclear maneuvers' Amid reports that Russia may have started withdrawing from the border, but before the Merkel announcement, government sources in Kiev told CNN that Russian troops were not backing away but were repositioning their forces farther north.	Russian President Vladimir Putin says he'd ordered a partial withdrawal of Russian troops. The two leaders discussed Ukraine, including "possibilities for international assistance to restore stability". The Kremlin made no mention of a withdrawal in its description of the call. Russia has said it had no intention of ordering armed forces to cross over its neighbor.	-0.455262300429
Donna Brazile chastises the wave of politically driven attacks that seem just for sport. Hillary Clinton, she argues, is the current target of those "silly" attacks from Drudge and others. To paraphrase Henry Kissinger: "In Washington, someone is always out to get you."	Maybe Drudge is more entertainer than reporter. Take, for example, his tweet about Hillary Clinton, which caused something of a media firestorm. So Drudge tweeted the picture, asking, "Is Clinton Holding a Walker?" How long will the media let this tweetle-dumb linger? Russian President Vladimir Putin also took a pot shot at Clinton, calling her "a weak woman."	Hillary Clinton has become the target du jour. She says the definition of paranoia is the 'false belief that someone is out to get you'. The latest craziness comes from Matt Drudge, who publishes the Drudge Report.	-0.555994938974
Google has topped a Harris poll of the most reputable companies in the U.S. Technology companies dominated the top of the list. Among the others were Apple (No. 5), Intel (No. 6), Amazon (No. 8)	Google has topped a list of the most reputable companies in the U.S., according to a Harris Interactive poll. Rounding out the bottom of the list were insurance conglomerates, banks, and oil companies.	Google Interactive asked more than 30,000 respondents to identify the 60 most visible companies in the U.S., according to a Harris Interactive poll. At number one is Google, which Harris Interactive rates at an 84.05/100 on the reputation scale ( 80.0 and higher is consider "excellent").	-0.287270089185
Hovestädt: Germans see surveillance differently than U.S. due to Stasi. Stasi were East Germany's secret police during Cold War era of Communist one party rule. Hovestädt: Germans have seen danger of condoning unchecked state power.	Germans may be full of indignation at the alleged tapping of Angela Merkel's phone by the U.S National Security Agency -- but the outrage is more than the disappointment of being betrayed by a friend, for the shadows of Germany's past are never far away. Not 25 years ago, Chancellor Merkel was a young scientist behind the Iron Curtain. She grew up a pastor's daughter which, under one party Communist rule in East Germany, put her on the fringes of society. Because even in a regime as repressive as East Germany, people wanted to express who they really were.	Chancellor Merkel's anger is more than the disappointment of being betrayed by a friend. In the Berlin Wall fell, the Stasi had 91,000 staffers and some 173,000 unofficial collaborators. Many thousands of people landed in jail for their desire to exercise their human rights.	-0.53684368294
Richard Sobel: Comprehensive immigration reform is a good thing for the U.S. But he says provisions in the Senate bill would impose intrusive ID systems. Many workers could be denied the right to work because of faulty systems, he says. Sobel: ID proposals are costly and endanger constitutionally protected freedoms.	Yet, citizens have a constitutional right to take employment. E-Verify essentially equates all Americans with "illegal immigrants." Instead of naturalization freeing legal immigrants from carrying mandatory "green cards," universal E-Verify would impose IDs on American citizens. If E-Verifying costs $150 per employee, only a third (37%) of Americans say in polls that they would support using the system.	Immigration reform legislation will strengthen American society and economy. But it must also respect the rights of U.S. citizens and those aspiring to join them. The pictures in the national database would then need to be matched against the job applicant's government - issued "enhanced" ID card.	-0.566381314304
NEW: President Obama says sanctions that brought Iran to the table will continue. Iran's foreign minister says Israel is trying to "torpedo" a nuclear deal. Israeli Prime Minister Netanyahu calls a possible Iran deal "exceedingly bad" International talks on Iran resume later this week in Geneva.	In a sign of the level of disconnect, the two countries were unable to agree on when Kerry would next travel to Israel for talks with Netanyahu on the Iranian issue. Netanyahu said Sunday that Kerry would meet with him on Friday, but Kerry told reporters Monday he would be unable to make the trip so soon. Russia: Now is time to make deal with Iran on nuclear program. A key issue is enrichment of uranium, which is necessary at different levels for both power production and developing nuclear weapons.	President Obama says he didn't know if Iran gave up any ambitions to develop nuclear weapons. Israeli Prime Minister Benjamin Netanyahu rejects the agreement sought by U.S. Secretary of state John Kerry. The two countries were unable to agree on when Kerry would next travel to Israel for talks with Netanyahu on the Iranian issue. Iran insists it seeks to use nuclear power only for peaceful purposes.	-0.501067253452
Head of EU delegation says trust must be rebuilt between Europe and the United States. EU delegation to meet at White House over spying concerns. Germany's own delegation is in Washington, too. American intelligence leaders are starting to push back on accusations.	European lawmakers took their push for answers on U.S. surveillance programs to the White House on Wednesday, meeting with Deputy National Security Adviser Lisa Monaco and other National Security Council staffers. This is "an extremely important issue of trust between the European Union and the United States," said Claude Moraes, head of the nine-member European Union delegation tasked with investigating disclosures of American spying on European leaders and citizens. "I have trust in the United States and its democracy," Kirkhope told reporters.	European lawmakers took their push for answers on U.S. surveillance programs. The news sparked an indignant response from the U.S. government monitored Chancellor Angela Merkel's cell phone. Another member of the delegation, britain's Timothy Kirkhope, acknowledged that the United States and EU member States need to strike "a difficult balance" between Security and privacy concerns.	-0.459273223672
Microsoft announces Xbox Originals, a slate of original TV series. The move is part of a tech trend toward producing original streaming content. Yahoo also announces two comedy series this week. Netflix led the way with shows like Emmy-winning "House of Cards"	Leading the charge are Spielberg and Scott, who are involved in two separate series based on the massively popular "Halo" video-game franchise. Last year, Amazon began producing original content for its Prime streaming service, most notably "Alpha House," a political comedy created by Trudeau and starring Goodman. "Whether you charge people for the content itself or whether you charge them for the game console, tablet, or app that it's a part of, original content is one of the only legal ways to achieve monopoly power and all the benefits that come with it.	"Doonesbury" cartoonist Garry Trudeau and "robot Chicken" creator Seth Green. "Microsoft has a long and rich legacy in the content business," says Steven Spielberg and Ridley Scott. Microsoft is the most recent tech titan to confirm such plans. Leading the charge are Spielberg and Scott, who are involved in two separate series.	-0.451707723031
Asadullah Khalid is accused of drug trafficking and torture. President Karzai has nominated him to lead National Directorate of Security. Canadian official says Khalid a torturer; other sources say that's not correct.	In 2009, Colvin testified before Canada's parliament that his team had uncovered "very credible" evidence of torture being used by Afghan authorities in Kandahar, which allegedly included Khalid's direct involvement. The NDS is Afghanistan's main intelligence agency and reports directly to the president and National Assembly. If confirmed, Khalid's ascension atop the agency would bring a practiced Taliban-fighter and well-connected senior official to a security post critical to the president's inner circle.	Asadullah Khalid faces allegations of drug trafficking and torture that stem from his work. Khalid must still pass a legislative vote of confidence before assuming the coveted leadership post atop the country's main intelligence agency. President Hamid Karzai officially nominated the Pashtun leader as head of the National Directorate of security. In 2009, Colvin testified before Canada's parliament that his team had uncovered "very credible" evidence of torture being used by Afghan authorities in Kandahar.	-0.390982773758
A new report from the Guardian newspaper claims Microsoft willingly collaborated with the NSA. Report: Microsoft allowed feds to circumvent its encryption system to spy on users. Microsoft says it turns over data on customers only in response to legal requests. Microsoft: We do "not provide any government with blanket or direct access to ... any Microsoft product"	The Guardian, citing "top-secret" documents, said the NSA already had access to pre-encrypted e-mail on Microsoft's Outlook, including Hotmail. In a statement, Microsoft immediately denied many of the Guardian's claims, saying the company turns over data on customers only in response to legal requests.	New report alleges that Microsoft willingly collaborated with the NSA. The NSA allegedly listened in on numerous video calls made via Skype. Microsoft also worked with the FBI this year to give the NSA easier access to its cloud storage service SkyDrive, which has more than 250 million users worldwide.	-0.4839377027
A new report says Amazon is making two smartphones -- one of them in 3D. Company also supposedly making music streaming, TV set-top devices. Amazon did not respond to questions about the report.	For more than a year, there have been rumors that Amazon is working on a smartphone. In addition to the two smartphone models, Amazon is also said to be working on a device for streaming music and a set-top box, the latter of which was also reported by Bloomberg BusinessWeek last month. We have some more things that we hope people will enjoy," he told the publication. Amazon's stock was up by about 1.5% on the day as of publication.	Amazon is "developing a wide - ranging line - up of gadgets," the Journal says. Amazon says the 3D - capable smartphone will not require special glasses and may even let users navigate just by moving their eyes. Ceo Jeff Bezos suggested in an interview with AllThingsD in September that Amazon was planning to expand on its hardware offerings in the coming year.	-0.367641288744
Gingrich, Graham: U.S. has protested but hasn't gone beyond symbolic measures. They say Obama's meeting with Ukrainian leader and Kerry's condemnation aren't sufficient. Authors: U.S. should have accepted Ukraine's emergency request for military aid. They say it is crucial to send a message that the U.S. will respond strongly to aggression.	On Thursday, Secretary of State John Kerry announced that the U.S. will take "very serious" steps if Russia does not back down by Monday from its attempt to annex Crimea. Unless the President is willing to back up his words with military aid, he's not serious about stopping Putin's armed aggression. Russian occupation of the rest of Ukraine would be a vastly more threatening and more aggressive action. Trouble there could "reset" us right back to direct warfare with Russia. That would be a disaster and very, very dangerous.	America's response to the most dangerous security crisis Europe has faced in decades has been all speeches and symbolism with no actions of substance. On Thursday, President Barack Obama hosted Arseniy Yatsenyuk, the new interim Ukrainian Prime Minister, for lunch at the White House, supposedly a thumb in the eye of Russian President Vladimir Putin and a sign of America's commitment to Ukrainian sovereignty.	-0.287995934824
Apple's Forstall out in shakeup at the top. Forstall, head of Apple's mobile iOS operating system, will advise until next year. System was dinged after Maps update failed to impress. Retail chief John Browett also out in Cupertino shakeup.	Scott Forstall, one of the most visible faces of Apple in the wake of Steve Jobs' death, is leaving the company in a surprise shakeup at the head of Apple' ranks. Forstall, a senior vice president in charge of Apple's mobile operating system, iOS, will act as an adviser to CEO Tim Cook until departing some time next year, according to a news release from the company. As the man behind the system that ran Apple's industry-changing iPhone and iPad, Forstall had been considered a favorite to replace Jobs as CEO after Jobs' death last October.	Scott Forstall is a senior vice president in charge of Apple's mobile operating system, iOS, will act as an adviser to CEO Tim Cook until departing some time next year. Apple observers pegged Forstall, 43, as the next in line behind Cook. The release Monday came as Wall Street was virtually shut down in advance of Hurricane Sandy, and more than a million customers along the East Coast were already without power because of the storm's onslaught.	-0.307469504232
Some Web commenters say they don't see the point of the new iPad Mini. Consumers could get whiplash from how phones, tablets have grown and shrunk in size. As phones and tablets seem to merge, manufacturers must find that sweet spot in between.	Since Apple introduced its iPad Mini on Tuesday, some commenters on CNN, Twitter and elsewhere have expressed skepticism about the need for the new device. In other news, Apple announced the iPad Mini today." Fueled by interest in watching video and playing games, smartphone screens have been gradually getting larger -- from about 3.5 inches, measured diagonally, to almost 5 inches. The original iPad and its first wave of rivals measured about 10 inches across, but more recent entries such as Amazon's Kindle Fire and Google's Nexus 7 have been 7 inches -- small enough to slip into a coat pocket.	The Mini is slightly larger than rival tablets from Amazon and Google. Prices start at $329, or $70 less than a full - size iPad 2 but $130 more than a comparable Kindle Fire HD. Apple's stock took a dive when the Mini's price was announced, and a search of the blogosphere found less excitement among consumers than what greeted the original iPad.	-0.429223144502
Apple is preparing to launch iCloud, an Internet storage service. Amazon already has Cloud Drive, and Google has a variety of services. iCloud is tightly integrated into Apple software but seemingly less so in other platforms.	Google does not have a music store. Cloud Drive offers 5 gigabytes (about 1,000 songs) free, and provides an extra 20 gigabytes for a year to customers who buy an album from Amazon's MP3 Store. Each gigabyte after that costs $1. Google's Music service is free this year if you can procure an invitation to join, and Google has not announced pricing for after that. So we're making it free," Jobs said. Music Beta is currently storing 20,000 songs free.	Apple is the world's most popular jukebox software, highest - volume music retailer. The free service lets users synchronize documents, photos and applications between Apple devices. Apple will join Amazon.com and Google, two major players that have already begun rolling out storage services. The weeks - long process Jobs is referring to is the offerings from Amazon and Google.	-0.466990983319
Zabiullah Mujahid, Afghan Taliban spokesman talks to CNN's Nic Robertson. Mujahid says Taliban wants to disturb Afghanistan election. He says they want to enforce sharia law, Islamic government in Afghanistan. Suicide bombs, traditional warfare, talks among options, Mujahid says.	Zabiullah Mujahid, one of two spokesmen for Afghan Taliban leader Mullah Mohammed Omar, spoke recently with CNN's Nic Robertson about the war in Afghanistan and the Taliban's relationship with al Qaeda. We are Afghan Taliban and our policy is clear against the foreign troops. CNN: Are there any talks at all with the Afghan government? Mujahid: I want to tell you clearly it is war.	Zabiullah Mujahid, one of two spokesmen for Afghan Taliban leader Mullah Mohammed Omar, spoke recently with CNN's Nic Robertson about the war in Afghanistan and the Taliban's relationship with al Qaeda. Mujahid almost never gives TV interviews and initially said the interview with CNN would last 15 minutes, but spoke to Robertson for 45.	-0.36850360823
NEW: A congressman says suspects "likely" planned Boston attacks, then changed plans. NEW: Russia voiced concerns to the U.S. about one suspect, his mother, sources say. Police: Suspect told investigators he and his brother decided "spontaneously" to bomb NYC. Dzhokhar Tsarnaev, 19, was "more lucid" the second time he was interviewed, police say.	Dzhokhar Tsarnaev, the surviving suspect in the Boston bombings, told investigators that he and his brother decided to bomb Times Square as they talked the night of April 18 in a Mercedes SUV they'd just carjacked, New York City Police Commissioner Ray Kelly said. Rep. Mike Rogers, chairman of the House Intelligence Committee, said investigators believe the Boston bombing suspects were planning another attack "likely in the Boston area." Sources: Suspect was unarmed in boat.	Two brothers "spontaneously" decided to head to a New place to unleash terror, mayor says. The brothers had five pipe bombs and a "pressure - cooker bomb," a police official says. "We don't know that we would have been able to stop the terrorists had they arrived here from Boston," Rep. says.	-0.4428858672
Analysts say Amazon.com's Kindle Fire will cost more to build than $199. Selling the tablet for $199 is very aggressive compared to the $499 iPad. Amazon is apparently hoping to make up the losses on media sales.	According to analysts' estimates, the company couldn't. When factoring in marketing and other costs, Munster's estimate could jibe with iSuppli's. Amazon is making a potentially expensive entrance into the tablet market with its aggressively priced tablet. Factoring in projections for all of the e-books, music and video that customers will likely purchase for the device, Amazon is expected to turn a profit of $10 per Fire, iSuppli said in a statement. By contrast, Apple's iPad 2, the most popular tablet, costs $333.25 to make, iSuppli says.	Amazon will sell the Kindle Fire at a loss when it debuts on November 15, analysts say. The Internet's largest retailer is apparently aiming to make up the costs by selling other goods. Amazon is making a potentially expensive entrance into the tablet market with its aggressively priced tablet.	-0.379685374016
Evidence indicates that the NSA stores contents of phone conversations and e-mails. NSA can investigate only when it can show reason it might be linked to foreign threat. Christopher Slobogin: If it is monitoring many thousands of calls, are all those justified? Slobogin: Congress must make sure the NSA abides by the laws it has enacted.	Recent revelations, triggered by ex-NSA employee Edward Snowden's earlier disclosures, indicate that the National Security Agency not only collects volumes of metadata about the phone numbers people use, it routinely stores the contents of phone conversations, text messages, e-mails and Internet activity. The key question then becomes when the NSA may "query" or identify the source of the metadata it has stored and read the communications it has collected.	Ex - NSA employee Edward Snowden says NSA security Agency not only collects volumes of metadata about the phone numbers people use, text messages, e - mails and Internet activity. Former Vice President Dick Cheney explains that the collection of all of this information is crucial, because NSA staffers can not know what bits of it will turn out to be relevant to a counterterrorist investigation. The key question is whether we follow those limitations.	-0.511796218661
U.S. legislator says spectators will face tight Olympics security. Russia's foreign ministry vowed a continued "tough" offensive against terrorism. Two terrorist bombings hit Volgograd, killing more than 30 people. The attacks raised concerns about security at the Olympics in February.	Another suspected suicide bombing struck the southern Russian city of Volgograd on Monday, killing at least 14 people and further highlighting Russia's security challenges as it prepares to host the Winter Olympics in less than six weeks. No one claimed responsibility for the Volgograd blasts, but they occurred several months after the leader of a Chechen separatist group pledged violence to disrupt the 2014 Sochi Winter Olympics that begin on February 7. International Olympic Committee President Thomas Bach condemned the bombings as "a despicable attack on innocent people.	The explosion hit a trolleybus near a busy market during the morning rush hour. The blast at Volgograd's main train station killed 17 people and wounded at least 35. No one claimed responsibility for the Volgograd blasts.	-0.467139810412
Google has appointed lawyers to work with developers on new products. For the first time, Google canned a finished project due to privacy concerns. The product would have used facial recognition to find out who someone is.	 As recently as March, Google still had plans to eventually release the facial-recognition version of the app, CNN reported. Schmidt was less supportive of the idea at a conference two weeks ago when he said it was "unlikely" that Google would release the software. Regulators say Google has crossed that line before, with its camera-taking vehicles and with Google Buzz.	Google is striving to be more sensitive to data - collection issues that often make people uneasy. It went so far as to spike a recent project Google engineers had developed because of fears of potential backlash. The scrapped software would have let people include their head shot photos in a database so that they could be recognized by a mobile application when someone takes a picture of their faces.	-0.257450553601
Bradley Manning, 25, is charged with violations of the Espionage Act. His case is in the hands of a military judge who will decide his guilt or innocence. Manning was arrested on May 27, 2010. He is accused of releasing upwards of three-quarters of a million classified documents.	According to Fein, the prosecutor, within two weeks of his arrival in Iraq, Manning began working with WikiLeaks founder Julian Assange over what to leak and how to do it. Over a period of days beginning on May 22, 2010, Lamo testified, he and the man identified as Manning instant-messaged about the release of the documents and videos. Lamo has said he reported Manning to authorities. Manning," who had little regard for his allegiance to the United States, Fein told the court.	Bradley Manning pleaded guilty in February to 10 lesser charges related to the leaks. Authorities have accused Manning of delivering three - quarters of million pages of classified documents. Manning refused to plead guilty to the most serious allegations, including that of aiding enemies of the United States. The soldier sits in a military prison cell at Maryland's Fort Meade awaiting word of his fate.	-0.493557910273
